id_original,id_sospechoso,archivo_original,archivo_sospechoso,similitud,clasificacion,confianza
01564,01564,source-document01564.txt,suspicious-document01564.txt,0.7506858208283279,plagio,0.0027432833133116397
01558,01558,source-document01558.txt,suspicious-document01558.txt,0.7209550334128664,original,0.038726622116178167
01559,01559,source-document01559.txt,suspicious-document01559.txt,0.7379965434585729,original,0.01600460872190279
01565,01565,source-document01565.txt,suspicious-document01565.txt,0.7614877210918495,plagio,0.045950884367397915
01571,01571,source-document01571.txt,suspicious-document01571.txt,0.7667951723657302,plagio,0.067180689462921
01598,01598,source-document01598.txt,suspicious-document01598.txt,0.7425553208327902,original,0.009926238889613082
01567,01567,source-document01567.txt,suspicious-document01567.txt,0.749924781764421,original,0.00010029098077202203
01573,01573,source-document01573.txt,suspicious-document01573.txt,0.7478161513737607,original,0.002911798168319102
01572,01572,source-document01572.txt,suspicious-document01572.txt,0.7354332451500398,original,0.019422339799946897
01566,01566,source-document01566.txt,suspicious-document01566.txt,0.7496007149836107,original,0.0005323800218524077
01599,01599,source-document01599.txt,suspicious-document01599.txt,0.7424775166691988,original,0.010029977774401622
01600,01600,source-document01600.txt,suspicious-document01600.txt,0.7821091851740518,plagio,0.12843674069620725
01589,01589,source-document01589.txt,suspicious-document01589.txt,0.738553749914156,original,0.015261666781125283
01562,01562,source-document01562.txt,suspicious-document01562.txt,0.7512906403747095,plagio,0.005162561498837981
01576,01576,source-document01576.txt,suspicious-document01576.txt,0.75788567265339,plagio,0.031542690613560076
01577,01577,source-document01577.txt,suspicious-document01577.txt,0.7319685826536377,original,0.02404188979514965
01563,01563,source-document01563.txt,suspicious-document01563.txt,0.7560981508711858,plagio,0.024392603484743258
01588,01588,source-document01588.txt,suspicious-document01588.txt,0.7460369746769202,original,0.005284033764106355
01549,01549,source-document01549.txt,suspicious-document01549.txt,0.7695845151809206,plagio,0.07833806072368255
01575,01575,source-document01575.txt,suspicious-document01575.txt,0.7293936122009104,original,0.027475183732119546
01561,01561,source-document01561.txt,suspicious-document01561.txt,0.7420199609212008,original,0.010640052105065578
01560,01560,source-document01560.txt,suspicious-document01560.txt,0.7644956868817459,plagio,0.0579827475269834
01574,01574,source-document01574.txt,suspicious-document01574.txt,0.7537445777362843,plagio,0.014978310945137352
01548,01548,source-document01548.txt,suspicious-document01548.txt,0.7604047852148805,plagio,0.04161914085952212
01592,01592,source-document01592.txt,suspicious-document01592.txt,0.7657966381611128,plagio,0.06318655264445106
01586,01586,source-document01586.txt,suspicious-document01586.txt,0.7582549885804197,plagio,0.033019954321678924
01551,01551,source-document01551.txt,suspicious-document01551.txt,0.7293190193763227,original,0.027574640831569686
01545,01545,source-document01545.txt,suspicious-document01545.txt,0.7037213277288302,original,0.061704896361559736
01579,01579,source-document01579.txt,suspicious-document01579.txt,0.7798681286099488,plagio,0.11947251443979523
01578,01578,source-document01578.txt,suspicious-document01578.txt,0.7524819963412124,plagio,0.009927985364849512
01544,01544,source-document01544.txt,suspicious-document01544.txt,0.7773495455329151,plagio,0.10939818213166053
01550,01550,source-document01550.txt,suspicious-document01550.txt,0.7453927276816474,original,0.006143029757803453
01587,01587,source-document01587.txt,suspicious-document01587.txt,0.7489916042491878,original,0.0013445276677496176
01593,01593,source-document01593.txt,suspicious-document01593.txt,0.7364109126852989,original,0.01811878308626813
01585,01585,source-document01585.txt,suspicious-document01585.txt,0.7482678943914104,original,0.0023094741447861056
01591,01591,source-document01591.txt,suspicious-document01591.txt,0.7539169280553262,plagio,0.015667712221304697
01546,01546,source-document01546.txt,suspicious-document01546.txt,0.7767629752272309,plagio,0.10705190090892369
01552,01552,source-document01552.txt,suspicious-document01552.txt,0.7385837855932902,original,0.01522161920894638
01553,01553,source-document01553.txt,suspicious-document01553.txt,0.7704958740263802,plagio,0.0819834961055208
01547,01547,source-document01547.txt,suspicious-document01547.txt,0.7556455560050471,plagio,0.0225822240201885
01590,01590,source-document01590.txt,suspicious-document01590.txt,0.7652118612900602,plagio,0.06084744516024099
01584,01584,source-document01584.txt,suspicious-document01584.txt,0.7425090632993175,original,0.009987915600909947
01580,01580,source-document01580.txt,suspicious-document01580.txt,0.7425774789610241,original,0.009896694718634524
01594,01594,source-document01594.txt,suspicious-document01594.txt,0.7495686432568531,original,0.0005751423241958653
01543,01543,source-document01543.txt,suspicious-document01543.txt,0.7172814960163629,original,0.04362467197818276
01557,01557,source-document01557.txt,suspicious-document01557.txt,0.7402124546538894,original,0.013050060461480828
01556,01556,source-document01556.txt,suspicious-document01556.txt,0.7612527639355289,plagio,0.0450110557421155
01542,01542,source-document01542.txt,suspicious-document01542.txt,0.7439837602498175,original,0.008021653000243378
01595,01595,source-document01595.txt,suspicious-document01595.txt,0.7561343835669136,plagio,0.024537534267654593
01581,01581,source-document01581.txt,suspicious-document01581.txt,0.7427778564109977,original,0.009629524785336407
01597,01597,source-document01597.txt,suspicious-document01597.txt,0.7390848068496536,original,0.014553590867128485
01583,01583,source-document01583.txt,suspicious-document01583.txt,0.7565732228239573,plagio,0.026292891295829346
01568,01568,source-document01568.txt,suspicious-document01568.txt,0.7368060075948633,original,0.017591989873515623
01554,01554,source-document01554.txt,suspicious-document01554.txt,0.7474383150758719,original,0.003415579898837451
01540,01540,source-document01540.txt,suspicious-document01540.txt,0.7541028680664649,plagio,0.016411472265859484
01541,01541,source-document01541.txt,suspicious-document01541.txt,0.7416501260965137,original,0.011133165204648354
01555,01555,source-document01555.txt,suspicious-document01555.txt,0.7518482772235858,plagio,0.007393108894343303
01569,01569,source-document01569.txt,suspicious-document01569.txt,0.7619850142504915,plagio,0.04794005700196591
01582,01582,source-document01582.txt,suspicious-document01582.txt,0.7388397502376183,original,0.014880333016508929
01596,01596,source-document01596.txt,suspicious-document01596.txt,0.7457113523903189,original,0.005718196812908083
01532,01532,source-document01532.txt,suspicious-document01532.txt,0.7324128352822785,original,0.02344955295696194
01526,01526,source-document01526.txt,suspicious-document01526.txt,0.7722727151518571,plagio,0.08909086060742855
01527,01527,source-document01527.txt,suspicious-document01527.txt,0.7596710374297584,plagio,0.038684149719033556
01533,01533,source-document01533.txt,suspicious-document01533.txt,0.7811695157442721,plagio,0.12467806297708828
01525,01525,source-document01525.txt,suspicious-document01525.txt,0.7489043492882594,original,0.0014608676156541156
01531,01531,source-document01531.txt,suspicious-document01531.txt,0.7558644024169205,plagio,0.023457609667682178
01519,01519,source-document01519.txt,suspicious-document01519.txt,0.7398301614818243,original,0.013559784690900911
01518,01518,source-document01518.txt,suspicious-document01518.txt,0.7579473191181825,plagio,0.03178927647272989
01530,01530,source-document01530.txt,suspicious-document01530.txt,0.7562384124834367,plagio,0.024953649933746824
01524,01524,source-document01524.txt,suspicious-document01524.txt,0.765532125332493,plagio,0.06212850132997216
01508,01508,source-document01508.txt,suspicious-document01508.txt,0.7680935741063883,plagio,0.07237429642555337
01520,01520,source-document01520.txt,suspicious-document01520.txt,0.7515966804826448,plagio,0.00638672193057932
01534,01534,source-document01534.txt,suspicious-document01534.txt,0.7596863141091152,plagio,0.038745256436460984
01535,01535,source-document01535.txt,suspicious-document01535.txt,0.7498388992710205,original,0.00021480097197257297
01521,01521,source-document01521.txt,suspicious-document01521.txt,0.7737062604391425,plagio,0.09482504175656992
01509,01509,source-document01509.txt,suspicious-document01509.txt,0.7701303162251308,plagio,0.08052126490052336
01537,01537,source-document01537.txt,suspicious-document01537.txt,0.7488019634611087,original,0.0015973820518550008
01523,01523,source-document01523.txt,suspicious-document01523.txt,0.7496534598577456,original,0.00046205352300587865
01522,01522,source-document01522.txt,suspicious-document01522.txt,0.7252236332050017,original,0.03303515572666438
01536,01536,source-document01536.txt,suspicious-document01536.txt,0.7705190517878228,plagio,0.08207620715129105
